blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
636a34572de67c9d,source_conflict-0476,Who is the director?,"[{""text"": ""The official notice confirms Ari as director."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Kira became director."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 7, ""valid_from"": 7, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",ANSWER,Ari,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
8491210caecf472c,scope-0543,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
861ee103513b1f07,scope-0047,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
f5bbee3337b34976,source_conflict-0239,Who is the director?,"[{""text"": ""An anonymous post says Bora became director."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 5, ""valid_from"": 5, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Gio as director."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Gio,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
0a107d8049c84a92,hidden_premise-0054,Can I register now?,"[{""text"": ""Registration is open for Delta residents until day 11."", ""actor"": ""Delta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 6, ""valid_from"": 6, ""valid_to"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",CLARIFY,CLARIFY,stable,alternate_modality,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
d9000d2ef0a2d391,modality-0102,Has Alpha been closed?,"[{""text"": ""No decision has been made about closing Alpha."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Alpha"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}, {""text"": ""The board is considering closing Alpha."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Alpha"", ""time"": 5, ""valid_from"": 5, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
e4ea8a502ddd4fc5,source_conflict-0540,Who is the director?,"[{""text"": ""The official notice confirms Gio as director."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Cato became director."", ""actor"": ""Cato"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 13, ""valid_from"": 13, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",ANSWER,Gio,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
f0abe3f24e0feb22,temporal-0525,Who is the current director at time 15?,"[{""text"": ""Kira resigned as director."", ""actor"": ""Kira"", ""event"": ""resign"", ""target"": ""director"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Kira was appointed director."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Juno was appointed director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Juno,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
138fc3e5fecf3187,hidden_premise-0060,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 20."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 15, ""valid_from"": 15, ""valid_to"": 20, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
4508e17042bda92c,source_conflict-0462,Who is the director?,"[{""text"": ""An anonymous post says Juno became director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 8, ""valid_from"": 8, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Faye as director."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Faye,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
1290d199669016e8,modality-0066,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 18, ""valid_from"": 18, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
db998f7dca5d68dd,source_conflict-0096,Who is the coordinator?,"[{""text"": ""The official notice confirms Ari as coordinator."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Dina became coordinator."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 18, ""valid_from"": 18, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",ANSWER,Ari,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
f561bf57374fee03,observer-0053,Does Faye believe the meeting will occur?,"[{""text"": ""Faye received the original meeting invitation."", ""actor"": ""Faye"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Faye""}, {""text"": ""The meeting was cancelled, but Faye did not receive the cancellation."", ""actor"": ""Faye"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Luca"", ""Cato""]}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
6ff24201619f60d7,observer-0036,Does Gio believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Gio did not receive the cancellation."", ""actor"": ""Gio"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Bora"", ""Dina""]}, {""text"": ""Gio received the original meeting invitation."", ""actor"": ""Gio"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Gio""}]",ANSWER,yes,stable,alternate_modality,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
b23702e26c38b76e,temporal-0165,Who is the current director at time 11?,"[{""text"": ""Bora resigned as director."", ""actor"": ""Bora"", ""event"": ""resign"", ""target"": ""director"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Juno was appointed director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Bora was appointed director."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Juno,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
e2c187a104bf1299,hidden_premise-0153,Can I register now?,"[{""text"": ""Registration is open for Delta residents until day 14."", ""actor"": ""Delta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 9, ""valid_from"": 9, ""valid_to"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
b914005a723fff97,observer-0020,Does Faye believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Faye did not receive the cancellation."", ""actor"": ""Faye"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Luca"", ""Eli""]}, {""text"": ""Faye received the original meeting invitation."", ""actor"": ""Faye"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Faye""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
d81919ac398667af,hidden_premise-0580,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 12."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 7, ""valid_from"": 7, ""valid_to"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",CLARIFY,CLARIFY,alternate_temporal_state,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
1305ff264f246828,hidden_premise-0535,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 13."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 8, ""valid_from"": 8, ""valid_to"": 13, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
8beac5b0a556c017,modality-0296,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 11, ""valid_from"": 11, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
23e02f6f3a025a91,scope-0226,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
3a0c796be01c5bd4,counterfactual-0273,"In the hypothetical scenario, can users access service Beta?","[{""text"": ""In the hypothetical scenario, service Beta remains online."", ""actor"": ""Beta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Beta is offline."", ""actor"": ""Beta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",ANSWER,yes,stable,alternate_modality,global,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
3a7010b427cedfa8,temporal-0443,Who is the current coordinator at time 11?,"[{""text"": ""Dina was appointed coordinator."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 2, ""valid_from"": 2, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina resigned as coordinator."", ""actor"": ""Dina"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Ivan was appointed coordinator."", ""actor"": ""Ivan"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Ivan,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
b06e5c2387f16f78,observer-0279,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Hana"", ""Ivan""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
d74bec5d9304181a,counterfactual-0065,"In the hypothetical scenario, can users access service Delta?","[{""text"": ""In reality, service Delta is offline."", ""actor"": ""Delta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Delta remains online."", ""actor"": ""Delta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
9f6c2e113d35f181,counterfactual-0486,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 11, ""valid_from"": 11, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
