blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
819dc8d311fba2d4,observer-0020,Does Faye believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Faye did not receive the cancellation."", ""actor"": ""Faye"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Luca"", ""Eli""]}, {""text"": ""Faye received the original meeting invitation."", ""actor"": ""Faye"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Faye""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=context_specialist; not a human rating
18f6fb0b6cb3f8c2,counterfactual-0065,"In the hypothetical scenario, can users access service Delta?","[{""text"": ""In reality, service Delta is offline."", ""actor"": ""Delta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Delta remains online."", ""actor"": ""Delta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
47036d84fd5f17c5,modality-0296,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 11, ""valid_from"": 11, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
aac160849a37a530,observer-0299,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Faye"", ""Bora""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=context_specialist; not a human rating
abcff56fd3ee0faf,temporal-0348,Who is the current coordinator at time 6?,"[{""text"": ""Ari was appointed coordinator."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Ari resigned as coordinator."", ""actor"": ""Ari"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed coordinator."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Faye,relevant,alternate_modality,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
b4edbf73ef3c5c98,modality-0102,Has Alpha been closed?,"[{""text"": ""No decision has been made about closing Alpha."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Alpha"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}, {""text"": ""The board is considering closing Alpha."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Alpha"", ""time"": 5, ""valid_from"": 5, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
1cdc069406b6d582,scope-0400,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
322d24df62f351eb,counterfactual-0186,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
3d33b767c9e05a0d,observer-0505,Does Hana believe the meeting will occur?,"[{""text"": ""Hana received the original meeting invitation."", ""actor"": ""Hana"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Hana""}, {""text"": ""The meeting was cancelled, but Hana did not receive the cancellation."", ""actor"": ""Hana"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Gio"", ""Luca""]}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=context_specialist; not a human rating
fd7743a8a4944c56,source_conflict-0124,Who is the lead?,"[{""text"": ""An anonymous post says Faye became lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Bora as lead."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Bora,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=context_specialist; not a human rating
b4832642f64e6909,hidden_premise-0153,Can I register now?,"[{""text"": ""Registration is open for Delta residents until day 14."", ""actor"": ""Delta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 9, ""valid_from"": 9, ""valid_to"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
e113468a2e71aa10,observer-0055,Does Dina believe the meeting will occur?,"[{""text"": ""Dina received the original meeting invitation."", ""actor"": ""Dina"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Dina""}, {""text"": ""The meeting was cancelled, but Dina did not receive the cancellation."", ""actor"": ""Dina"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Eli"", ""Cato""]}]",ANSWER,yes,stable,confirmed,alternate_scope,reliable,partial,actual,SIMULATED persona=context_specialist; not a human rating
060690d367f06c11,counterfactual-0365,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
335079fd9f220e82,scope-0226,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
1845a0ce3448f52c,temporal-0267,Who is the current lead at time 14?,"[{""text"": ""Faye resigned as lead."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 13, ""valid_from"": 13, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Gio was appointed lead."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Gio,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
04d9b00495f4703d,source_conflict-0509,Who is the director?,"[{""text"": ""An anonymous post says Juno became director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 16, ""valid_from"": 16, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=context_specialist; not a human rating
a653c3f11163c249,temporal-0515,Who is the current lead at time 17?,"[{""text"": ""Eli resigned as lead."", ""actor"": ""Eli"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Eli was appointed lead."", ""actor"": ""Eli"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Faye,relevant,alternate_modality,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
d89304b6b1fd3698,counterfactual-0227,"In the hypothetical scenario, can users access service Delta?","[{""text"": ""In reality, service Delta is offline."", ""actor"": ""Delta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 13, ""valid_from"": 13, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Delta remains online."", ""actor"": ""Delta"", ""event"": ""online"", ""target"": ""service"", ""time"": 14, ""valid_from"": 14, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
50d467c7028fc8d9,source_conflict-0465,Who is the director?,"[{""text"": ""An anonymous post says Ivan became director."", ""actor"": ""Ivan"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=context_specialist; not a human rating
7c3e2aa52d30677b,hidden_premise-0078,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 10."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 5, ""valid_from"": 5, ""valid_to"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
baec30fe2d7ec823,source_conflict-0096,Who is the coordinator?,"[{""text"": ""The official notice confirms Ari as coordinator."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Dina became coordinator."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 18, ""valid_from"": 18, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",ANSWER,Ari,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=context_specialist; not a human rating
a5b27108185a4e20,temporal-0353,Who is the current lead at time 17?,"[{""text"": ""Hana was appointed lead."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina was appointed lead."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina resigned as lead."", ""actor"": ""Dina"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,relevant,alternate_modality,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
349a52b2584f909b,hidden_premise-0515,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 15."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 10, ""valid_from"": 10, ""valid_to"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,alternate_world,SIMULATED persona=context_specialist; not a human rating
96ab5bc822445f34,source_conflict-0476,Who is the director?,"[{""text"": ""The official notice confirms Ari as director."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Kira became director."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 7, ""valid_from"": 7, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",ANSWER,Ari,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=context_specialist; not a human rating
