blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
82a06c55c93e10f0,observer-0575,Does Luca believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Luca did not receive the cancellation."", ""actor"": ""Luca"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Ivan"", ""Dina""]}, {""text"": ""Luca received the original meeting invitation."", ""actor"": ""Luca"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Luca""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=evidence_auditor; not a human rating
85e5a9e477d1a6a5,source_conflict-0408,Who is the chair?,"[{""text"": ""An anonymous post says Luca became chair."", ""actor"": ""Luca"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 7, ""valid_from"": 7, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Cato as chair."", ""actor"": ""Cato"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Cato,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
b398d1e7d231ce74,source_conflict-0239,Who is the director?,"[{""text"": ""An anonymous post says Bora became director."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 5, ""valid_from"": 5, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Gio as director."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Gio,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
71533e51e93c0257,temporal-0012,Who is the current chair at time 7?,"[{""text"": ""Bora resigned as chair."", ""actor"": ""Bora"", ""event"": ""resign"", ""target"": ""chair"", ""time"": 3, ""valid_from"": 3, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Bora was appointed chair."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Kira was appointed chair."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Kira,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
ace017eb798ec77b,temporal-0098,Who is the current manager at time 19?,"[{""text"": ""Faye resigned as manager."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""manager"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina was appointed manager."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""manager"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed manager."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""manager"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Dina,alternate_temporal_state,confirmed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
3f3436b5969923e6,observer-0355,Does Juno believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Juno did not receive the cancellation."", ""actor"": ""Juno"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Ivan"", ""Gio""]}, {""text"": ""Juno received the original meeting invitation."", ""actor"": ""Juno"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Juno""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=evidence_auditor; not a human rating
649032dab14d1b3a,counterfactual-0065,"In the hypothetical scenario, can users access service Delta?","[{""text"": ""In reality, service Delta is offline."", ""actor"": ""Delta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Delta remains online."", ""actor"": ""Delta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=evidence_auditor; not a human rating
75cc030a59d3c7d8,counterfactual-0486,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 11, ""valid_from"": 11, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=evidence_auditor; not a human rating
65369bf8f2a0732a,modality-0165,Has Beta been closed?,"[{""text"": ""No decision has been made about closing Beta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Beta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}, {""text"": ""The board is considering closing Beta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Beta"", ""time"": 16, ""valid_from"": 16, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
f5933d1c81e96e1a,modality-0066,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 18, ""valid_from"": 18, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
5c0d2076294ea343,scope-0400,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
a6cb4ff42cf95c13,source_conflict-0509,Who is the director?,"[{""text"": ""An anonymous post says Juno became director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 16, ""valid_from"": 16, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
0888bf8c508b74b3,observer-0036,Does Gio believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Gio did not receive the cancellation."", ""actor"": ""Gio"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Bora"", ""Dina""]}, {""text"": ""Gio received the original meeting invitation."", ""actor"": ""Gio"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Gio""}]",ANSWER,yes,stable,alternate_modality,global,reliable,partial,actual,SIMULATED persona=evidence_auditor; not a human rating
365893527c3584bd,source_conflict-0465,Who is the director?,"[{""text"": ""An anonymous post says Ivan became director."", ""actor"": ""Ivan"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
140767d4072252b4,scope-0118,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Gamma unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Gamma"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
860264a4c89177b9,scope-0470,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
daa9b7af1d08df26,modality-0171,Has Delta been closed?,"[{""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 13, ""valid_from"": 13, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
fbefed5eaa1832aa,temporal-0515,Who is the current lead at time 17?,"[{""text"": ""Eli resigned as lead."", ""actor"": ""Eli"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Eli was appointed lead."", ""actor"": ""Eli"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Faye,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
82dfa4fac9d536f9,modality-0202,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 16, ""valid_from"": 16, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
493f6ba72103170c,observer-0055,Does Dina believe the meeting will occur?,"[{""text"": ""Dina received the original meeting invitation."", ""actor"": ""Dina"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Dina""}, {""text"": ""The meeting was cancelled, but Dina did not receive the cancellation."", ""actor"": ""Dina"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Eli"", ""Cato""]}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=evidence_auditor; not a human rating
1770b1d141040c1d,hidden_premise-0060,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 20."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 15, ""valid_from"": 15, ""valid_to"": 20, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
bb3c77649dad5be5,scope-0329,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Gamma unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Gamma"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
809187152bc8e729,observer-0279,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Hana"", ""Ivan""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=evidence_auditor; not a human rating
06fdea3350b97dca,temporal-0348,Who is the current coordinator at time 6?,"[{""text"": ""Ari was appointed coordinator."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Ari resigned as coordinator."", ""actor"": ""Ari"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed coordinator."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Faye,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=evidence_auditor; not a human rating
