id,category,slot,n_claims,correct_claims,accuracy
hidden_premise-0448,hidden_premise,scope,1,0,0.0
hidden_premise-0448,hidden_premise,modality,1,1,1.0
hidden_premise-0448,hidden_premise,source_status,1,0,0.0
hidden_premise-0448,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0448,hidden_premise,world,1,1,1.0
hidden_premise-0449,hidden_premise,actor,1,0,0.0
hidden_premise-0449,hidden_premise,event,1,1,1.0
hidden_premise-0449,hidden_premise,time,1,0,0.0
hidden_premise-0449,hidden_premise,validity,1,0,0.0
hidden_premise-0449,hidden_premise,scope,1,0,0.0
hidden_premise-0449,hidden_premise,modality,1,1,1.0
hidden_premise-0449,hidden_premise,source_status,1,0,0.0
hidden_premise-0449,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0449,hidden_premise,world,1,1,1.0
hidden_premise-0450,hidden_premise,actor,1,0,0.0
hidden_premise-0450,hidden_premise,event,1,1,1.0
hidden_premise-0450,hidden_premise,time,1,0,0.0
hidden_premise-0450,hidden_premise,validity,1,0,0.0
hidden_premise-0450,hidden_premise,scope,1,0,0.0
hidden_premise-0450,hidden_premise,modality,1,1,1.0
hidden_premise-0450,hidden_premise,source_status,1,0,0.0
hidden_premise-0450,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0450,hidden_premise,world,1,1,1.0
hidden_premise-0451,hidden_premise,actor,1,0,0.0
hidden_premise-0451,hidden_premise,event,1,1,1.0
hidden_premise-0451,hidden_premise,time,1,0,0.0
hidden_premise-0451,hidden_premise,validity,1,0,0.0
hidden_premise-0451,hidden_premise,scope,1,0,0.0
hidden_premise-0451,hidden_premise,modality,1,1,1.0
hidden_premise-0451,hidden_premise,source_status,1,0,0.0
hidden_premise-0451,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0451,hidden_premise,world,1,1,1.0
hidden_premise-0452,hidden_premise,actor,1,0,0.0
hidden_premise-0452,hidden_premise,event,1,1,1.0
hidden_premise-0452,hidden_premise,time,1,0,0.0
hidden_premise-0452,hidden_premise,validity,1,0,0.0
hidden_premise-0452,hidden_premise,scope,1,0,0.0
hidden_premise-0452,hidden_premise,modality,1,1,1.0
hidden_premise-0452,hidden_premise,source_status,1,0,0.0
hidden_premise-0452,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0452,hidden_premise,world,1,1,1.0
hidden_premise-0453,hidden_premise,actor,1,0,0.0
hidden_premise-0453,hidden_premise,event,1,1,1.0
hidden_premise-0453,hidden_premise,time,1,0,0.0
hidden_premise-0453,hidden_premise,validity,1,0,0.0
hidden_premise-0453,hidden_premise,scope,1,0,0.0
hidden_premise-0453,hidden_premise,modality,1,1,1.0
hidden_premise-0453,hidden_premise,source_status,1,0,0.0
hidden_premise-0453,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0453,hidden_premise,world,1,1,1.0
hidden_premise-0454,hidden_premise,actor,1,0,0.0
hidden_premise-0454,hidden_premise,event,1,1,1.0
hidden_premise-0454,hidden_premise,time,1,0,0.0
hidden_premise-0454,hidden_premise,validity,1,0,0.0
hidden_premise-0454,hidden_premise,scope,1,0,0.0
hidden_premise-0454,hidden_premise,modality,1,1,1.0
hidden_premise-0454,hidden_premise,source_status,1,0,0.0
hidden_premise-0454,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0454,hidden_premise,world,1,1,1.0
hidden_premise-0455,hidden_premise,actor,1,0,0.0
hidden_premise-0455,hidden_premise,event,1,1,1.0
hidden_premise-0455,hidden_premise,time,1,0,0.0
hidden_premise-0455,hidden_premise,validity,1,0,0.0
hidden_premise-0455,hidden_premise,scope,1,0,0.0
hidden_premise-0455,hidden_premise,modality,1,1,1.0
hidden_premise-0455,hidden_premise,source_status,1,0,0.0
hidden_premise-0455,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0455,hidden_premise,world,1,1,1.0
hidden_premise-0456,hidden_premise,actor,1,0,0.0
hidden_premise-0456,hidden_premise,event,1,1,1.0
hidden_premise-0456,hidden_premise,time,1,0,0.0
hidden_premise-0456,hidden_premise,validity,1,0,0.0
hidden_premise-0456,hidden_premise,scope,1,0,0.0
hidden_premise-0456,hidden_premise,modality,1,1,1.0
hidden_premise-0456,hidden_premise,source_status,1,0,0.0
hidden_premise-0456,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0456,hidden_premise,world,1,1,1.0
hidden_premise-0457,hidden_premise,actor,1,0,0.0
hidden_premise-0457,hidden_premise,event,1,1,1.0
hidden_premise-0457,hidden_premise,time,1,0,0.0
hidden_premise-0457,hidden_premise,validity,1,0,0.0
hidden_premise-0457,hidden_premise,scope,1,0,0.0
hidden_premise-0457,hidden_premise,modality,1,1,1.0
hidden_premise-0457,hidden_premise,source_status,1,0,0.0
hidden_premise-0457,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0457,hidden_premise,world,1,1,1.0
hidden_premise-0458,hidden_premise,actor,1,0,0.0
hidden_premise-0458,hidden_premise,event,1,1,1.0
hidden_premise-0458,hidden_premise,time,1,0,0.0
hidden_premise-0458,hidden_premise,validity,1,0,0.0
hidden_premise-0458,hidden_premise,scope,1,0,0.0
hidden_premise-0458,hidden_premise,modality,1,1,1.0
hidden_premise-0458,hidden_premise,source_status,1,0,0.0
hidden_premise-0458,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0458,hidden_premise,world,1,1,1.0
hidden_premise-0459,hidden_premise,actor,1,0,0.0
hidden_premise-0459,hidden_premise,event,1,1,1.0
hidden_premise-0459,hidden_premise,time,1,0,0.0
hidden_premise-0459,hidden_premise,validity,1,0,0.0
hidden_premise-0459,hidden_premise,scope,1,0,0.0
hidden_premise-0459,hidden_premise,modality,1,1,1.0
hidden_premise-0459,hidden_premise,source_status,1,0,0.0
hidden_premise-0459,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0459,hidden_premise,world,1,1,1.0
hidden_premise-0460,hidden_premise,actor,1,0,0.0
hidden_premise-0460,hidden_premise,event,1,1,1.0
hidden_premise-0460,hidden_premise,time,1,0,0.0
hidden_premise-0460,hidden_premise,validity,1,0,0.0
hidden_premise-0460,hidden_premise,scope,1,0,0.0
hidden_premise-0460,hidden_premise,modality,1,1,1.0
hidden_premise-0460,hidden_premise,source_status,1,0,0.0
hidden_premise-0460,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0460,hidden_premise,world,1,1,1.0
hidden_premise-0461,hidden_premise,actor,1,0,0.0
hidden_premise-0461,hidden_premise,event,1,1,1.0
hidden_premise-0461,hidden_premise,time,1,0,0.0
hidden_premise-0461,hidden_premise,validity,1,0,0.0
hidden_premise-0461,hidden_premise,scope,1,0,0.0
hidden_premise-0461,hidden_premise,modality,1,1,1.0
hidden_premise-0461,hidden_premise,source_status,1,0,0.0
hidden_premise-0461,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0461,hidden_premise,world,1,1,1.0
hidden_premise-0462,hidden_premise,actor,1,0,0.0
hidden_premise-0462,hidden_premise,event,1,1,1.0
hidden_premise-0462,hidden_premise,time,1,0,0.0
hidden_premise-0462,hidden_premise,validity,1,0,0.0
hidden_premise-0462,hidden_premise,scope,1,0,0.0
hidden_premise-0462,hidden_premise,modality,1,1,1.0
hidden_premise-0462,hidden_premise,source_status,1,0,0.0
hidden_premise-0462,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0462,hidden_premise,world,1,1,1.0
hidden_premise-0463,hidden_premise,actor,1,0,0.0
hidden_premise-0463,hidden_premise,event,1,1,1.0
hidden_premise-0463,hidden_premise,time,1,0,0.0
hidden_premise-0463,hidden_premise,validity,1,0,0.0
hidden_premise-0463,hidden_premise,scope,1,0,0.0
hidden_premise-0463,hidden_premise,modality,1,1,1.0
hidden_premise-0463,hidden_premise,source_status,1,0,0.0
hidden_premise-0463,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0463,hidden_premise,world,1,1,1.0
hidden_premise-0464,hidden_premise,actor,1,0,0.0
hidden_premise-0464,hidden_premise,event,1,1,1.0
hidden_premise-0464,hidden_premise,time,1,0,0.0
hidden_premise-0464,hidden_premise,validity,1,0,0.0
hidden_premise-0464,hidden_premise,scope,1,0,0.0
hidden_premise-0464,hidden_premise,modality,1,1,1.0
hidden_premise-0464,hidden_premise,source_status,1,0,0.0
hidden_premise-0464,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0464,hidden_premise,world,1,1,1.0
hidden_premise-0465,hidden_premise,actor,1,0,0.0
hidden_premise-0465,hidden_premise,event,1,1,1.0
hidden_premise-0465,hidden_premise,time,1,0,0.0
hidden_premise-0465,hidden_premise,validity,1,0,0.0
hidden_premise-0465,hidden_premise,scope,1,0,0.0
hidden_premise-0465,hidden_premise,modality,1,1,1.0
hidden_premise-0465,hidden_premise,source_status,1,0,0.0
hidden_premise-0465,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0465,hidden_premise,world,1,1,1.0
hidden_premise-0466,hidden_premise,actor,1,0,0.0
hidden_premise-0466,hidden_premise,event,1,1,1.0
hidden_premise-0466,hidden_premise,time,1,0,0.0
hidden_premise-0466,hidden_premise,validity,1,0,0.0
hidden_premise-0466,hidden_premise,scope,1,0,0.0
hidden_premise-0466,hidden_premise,modality,1,1,1.0
hidden_premise-0466,hidden_premise,source_status,1,0,0.0
hidden_premise-0466,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0466,hidden_premise,world,1,1,1.0
hidden_premise-0467,hidden_premise,actor,1,0,0.0
hidden_premise-0467,hidden_premise,event,1,1,1.0
hidden_premise-0467,hidden_premise,time,1,0,0.0
hidden_premise-0467,hidden_premise,validity,1,0,0.0
hidden_premise-0467,hidden_premise,scope,1,0,0.0
hidden_premise-0467,hidden_premise,modality,1,1,1.0
hidden_premise-0467,hidden_premise,source_status,1,0,0.0
hidden_premise-0467,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0467,hidden_premise,world,1,1,1.0
hidden_premise-0468,hidden_premise,actor,1,0,0.0
hidden_premise-0468,hidden_premise,event,1,1,1.0
hidden_premise-0468,hidden_premise,time,1,0,0.0
hidden_premise-0468,hidden_premise,validity,1,0,0.0
hidden_premise-0468,hidden_premise,scope,1,0,0.0
hidden_premise-0468,hidden_premise,modality,1,1,1.0
hidden_premise-0468,hidden_premise,source_status,1,0,0.0
hidden_premise-0468,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0468,hidden_premise,world,1,1,1.0
hidden_premise-0469,hidden_premise,actor,1,0,0.0
hidden_premise-0469,hidden_premise,event,1,1,1.0
hidden_premise-0469,hidden_premise,time,1,0,0.0
hidden_premise-0469,hidden_premise,validity,1,0,0.0
hidden_premise-0469,hidden_premise,scope,1,0,0.0
hidden_premise-0469,hidden_premise,modality,1,1,1.0
hidden_premise-0469,hidden_premise,source_status,1,0,0.0
hidden_premise-0469,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0469,hidden_premise,world,1,1,1.0
hidden_premise-0470,hidden_premise,actor,1,0,0.0
hidden_premise-0470,hidden_premise,event,1,1,1.0
hidden_premise-0470,hidden_premise,time,1,0,0.0
hidden_premise-0470,hidden_premise,validity,1,0,0.0
hidden_premise-0470,hidden_premise,scope,1,0,0.0
hidden_premise-0470,hidden_premise,modality,1,1,1.0
hidden_premise-0470,hidden_premise,source_status,1,0,0.0
hidden_premise-0470,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0470,hidden_premise,world,1,1,1.0
hidden_premise-0471,hidden_premise,actor,1,0,0.0
hidden_premise-0471,hidden_premise,event,1,1,1.0
hidden_premise-0471,hidden_premise,time,1,0,0.0
hidden_premise-0471,hidden_premise,validity,1,0,0.0
hidden_premise-0471,hidden_premise,scope,1,0,0.0
hidden_premise-0471,hidden_premise,modality,1,1,1.0
hidden_premise-0471,hidden_premise,source_status,1,0,0.0
hidden_premise-0471,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0471,hidden_premise,world,1,1,1.0
hidden_premise-0472,hidden_premise,actor,1,0,0.0
hidden_premise-0472,hidden_premise,event,1,1,1.0
hidden_premise-0472,hidden_premise,time,1,0,0.0
hidden_premise-0472,hidden_premise,validity,1,0,0.0
hidden_premise-0472,hidden_premise,scope,1,0,0.0
hidden_premise-0472,hidden_premise,modality,1,1,1.0
hidden_premise-0472,hidden_premise,source_status,1,0,0.0
hidden_premise-0472,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0472,hidden_premise,world,1,1,1.0
hidden_premise-0473,hidden_premise,actor,1,0,0.0
hidden_premise-0473,hidden_premise,event,1,1,1.0
hidden_premise-0473,hidden_premise,time,1,0,0.0
hidden_premise-0473,hidden_premise,validity,1,0,0.0
hidden_premise-0473,hidden_premise,scope,1,0,0.0
hidden_premise-0473,hidden_premise,modality,1,1,1.0
hidden_premise-0473,hidden_premise,source_status,1,0,0.0
hidden_premise-0473,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0473,hidden_premise,world,1,1,1.0
hidden_premise-0474,hidden_premise,actor,1,0,0.0
hidden_premise-0474,hidden_premise,event,1,1,1.0
hidden_premise-0474,hidden_premise,time,1,0,0.0
hidden_premise-0474,hidden_premise,validity,1,0,0.0
hidden_premise-0474,hidden_premise,scope,1,0,0.0
hidden_premise-0474,hidden_premise,modality,1,1,1.0
hidden_premise-0474,hidden_premise,source_status,1,0,0.0
hidden_premise-0474,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0474,hidden_premise,world,1,1,1.0
hidden_premise-0475,hidden_premise,actor,1,0,0.0
hidden_premise-0475,hidden_premise,event,1,1,1.0
hidden_premise-0475,hidden_premise,time,1,0,0.0
hidden_premise-0475,hidden_premise,validity,1,0,0.0
hidden_premise-0475,hidden_premise,scope,1,0,0.0
hidden_premise-0475,hidden_premise,modality,1,1,1.0
hidden_premise-0475,hidden_premise,source_status,1,0,0.0
hidden_premise-0475,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0475,hidden_premise,world,1,1,1.0
hidden_premise-0476,hidden_premise,actor,1,0,0.0
hidden_premise-0476,hidden_premise,event,1,1,1.0
hidden_premise-0476,hidden_premise,time,1,0,0.0
hidden_premise-0476,hidden_premise,validity,1,0,0.0
hidden_premise-0476,hidden_premise,scope,1,0,0.0
hidden_premise-0476,hidden_premise,modality,1,1,1.0
hidden_premise-0476,hidden_premise,source_status,1,0,0.0
hidden_premise-0476,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0476,hidden_premise,world,1,1,1.0
hidden_premise-0477,hidden_premise,actor,1,0,0.0
hidden_premise-0477,hidden_premise,event,1,1,1.0
hidden_premise-0477,hidden_premise,time,1,0,0.0
hidden_premise-0477,hidden_premise,validity,1,0,0.0
hidden_premise-0477,hidden_premise,scope,1,0,0.0
hidden_premise-0477,hidden_premise,modality,1,1,1.0
hidden_premise-0477,hidden_premise,source_status,1,0,0.0
hidden_premise-0477,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0477,hidden_premise,world,1,1,1.0
hidden_premise-0478,hidden_premise,actor,1,0,0.0
hidden_premise-0478,hidden_premise,event,1,1,1.0
hidden_premise-0478,hidden_premise,time,1,0,0.0
hidden_premise-0478,hidden_premise,validity,1,0,0.0
hidden_premise-0478,hidden_premise,scope,1,0,0.0
hidden_premise-0478,hidden_premise,modality,1,1,1.0
hidden_premise-0478,hidden_premise,source_status,1,0,0.0
hidden_premise-0478,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0478,hidden_premise,world,1,1,1.0
hidden_premise-0479,hidden_premise,actor,1,0,0.0
hidden_premise-0479,hidden_premise,event,1,1,1.0
hidden_premise-0479,hidden_premise,time,1,0,0.0
hidden_premise-0479,hidden_premise,validity,1,0,0.0
hidden_premise-0479,hidden_premise,scope,1,0,0.0
hidden_premise-0479,hidden_premise,modality,1,1,1.0
hidden_premise-0479,hidden_premise,source_status,1,0,0.0
hidden_premise-0479,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0479,hidden_premise,world,1,1,1.0
hidden_premise-0480,hidden_premise,actor,1,0,0.0
hidden_premise-0480,hidden_premise,event,1,1,1.0
hidden_premise-0480,hidden_premise,time,1,0,0.0
hidden_premise-0480,hidden_premise,validity,1,0,0.0
hidden_premise-0480,hidden_premise,scope,1,0,0.0
hidden_premise-0480,hidden_premise,modality,1,1,1.0
hidden_premise-0480,hidden_premise,source_status,1,0,0.0
hidden_premise-0480,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0480,hidden_premise,world,1,1,1.0
hidden_premise-0481,hidden_premise,actor,1,0,0.0
hidden_premise-0481,hidden_premise,event,1,1,1.0
hidden_premise-0481,hidden_premise,time,1,0,0.0
hidden_premise-0481,hidden_premise,validity,1,0,0.0
hidden_premise-0481,hidden_premise,scope,1,0,0.0
hidden_premise-0481,hidden_premise,modality,1,1,1.0
hidden_premise-0481,hidden_premise,source_status,1,0,0.0
hidden_premise-0481,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0481,hidden_premise,world,1,1,1.0
hidden_premise-0482,hidden_premise,actor,1,0,0.0
hidden_premise-0482,hidden_premise,event,1,1,1.0
hidden_premise-0482,hidden_premise,time,1,0,0.0
hidden_premise-0482,hidden_premise,validity,1,0,0.0
hidden_premise-0482,hidden_premise,scope,1,0,0.0
hidden_premise-0482,hidden_premise,modality,1,1,1.0
hidden_premise-0482,hidden_premise,source_status,1,0,0.0
hidden_premise-0482,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0482,hidden_premise,world,1,1,1.0
hidden_premise-0483,hidden_premise,actor,1,0,0.0
hidden_premise-0483,hidden_premise,event,1,1,1.0
hidden_premise-0483,hidden_premise,time,1,0,0.0
hidden_premise-0483,hidden_premise,validity,1,0,0.0
hidden_premise-0483,hidden_premise,scope,1,0,0.0
hidden_premise-0483,hidden_premise,modality,1,1,1.0
hidden_premise-0483,hidden_premise,source_status,1,0,0.0
hidden_premise-0483,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0483,hidden_premise,world,1,1,1.0
hidden_premise-0484,hidden_premise,actor,1,0,0.0
hidden_premise-0484,hidden_premise,event,1,1,1.0
hidden_premise-0484,hidden_premise,time,1,0,0.0
hidden_premise-0484,hidden_premise,validity,1,0,0.0
hidden_premise-0484,hidden_premise,scope,1,0,0.0
hidden_premise-0484,hidden_premise,modality,1,1,1.0
hidden_premise-0484,hidden_premise,source_status,1,0,0.0
hidden_premise-0484,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0484,hidden_premise,world,1,1,1.0
hidden_premise-0485,hidden_premise,actor,1,0,0.0
hidden_premise-0485,hidden_premise,event,1,1,1.0
hidden_premise-0485,hidden_premise,time,1,0,0.0
hidden_premise-0485,hidden_premise,validity,1,0,0.0
hidden_premise-0485,hidden_premise,scope,1,0,0.0
hidden_premise-0485,hidden_premise,modality,1,1,1.0
hidden_premise-0485,hidden_premise,source_status,1,0,0.0
hidden_premise-0485,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0485,hidden_premise,world,1,1,1.0
hidden_premise-0486,hidden_premise,actor,1,0,0.0
hidden_premise-0486,hidden_premise,event,1,1,1.0
hidden_premise-0486,hidden_premise,time,1,0,0.0
hidden_premise-0486,hidden_premise,validity,1,0,0.0
hidden_premise-0486,hidden_premise,scope,1,0,0.0
hidden_premise-0486,hidden_premise,modality,1,1,1.0
hidden_premise-0486,hidden_premise,source_status,1,0,0.0
hidden_premise-0486,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0486,hidden_premise,world,1,1,1.0
hidden_premise-0487,hidden_premise,actor,1,0,0.0
hidden_premise-0487,hidden_premise,event,1,1,1.0
hidden_premise-0487,hidden_premise,time,1,0,0.0
hidden_premise-0487,hidden_premise,validity,1,0,0.0
hidden_premise-0487,hidden_premise,scope,1,0,0.0
hidden_premise-0487,hidden_premise,modality,1,1,1.0
hidden_premise-0487,hidden_premise,source_status,1,0,0.0
hidden_premise-0487,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0487,hidden_premise,world,1,1,1.0
hidden_premise-0488,hidden_premise,actor,1,0,0.0
hidden_premise-0488,hidden_premise,event,1,1,1.0
hidden_premise-0488,hidden_premise,time,1,0,0.0
hidden_premise-0488,hidden_premise,validity,1,0,0.0
hidden_premise-0488,hidden_premise,scope,1,0,0.0
hidden_premise-0488,hidden_premise,modality,1,1,1.0
hidden_premise-0488,hidden_premise,source_status,1,0,0.0
hidden_premise-0488,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0488,hidden_premise,world,1,1,1.0
hidden_premise-0489,hidden_premise,actor,1,0,0.0
hidden_premise-0489,hidden_premise,event,1,1,1.0
hidden_premise-0489,hidden_premise,time,1,0,0.0
hidden_premise-0489,hidden_premise,validity,1,0,0.0
hidden_premise-0489,hidden_premise,scope,1,0,0.0
hidden_premise-0489,hidden_premise,modality,1,1,1.0
hidden_premise-0489,hidden_premise,source_status,1,0,0.0
hidden_premise-0489,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0489,hidden_premise,world,1,1,1.0
hidden_premise-0490,hidden_premise,actor,1,0,0.0
hidden_premise-0490,hidden_premise,event,1,1,1.0
hidden_premise-0490,hidden_premise,time,1,0,0.0
hidden_premise-0490,hidden_premise,validity,1,0,0.0
hidden_premise-0490,hidden_premise,scope,1,0,0.0
hidden_premise-0490,hidden_premise,modality,1,1,1.0
hidden_premise-0490,hidden_premise,source_status,1,0,0.0
hidden_premise-0490,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0490,hidden_premise,world,1,1,1.0
hidden_premise-0491,hidden_premise,actor,1,0,0.0
hidden_premise-0491,hidden_premise,event,1,1,1.0
hidden_premise-0491,hidden_premise,time,1,0,0.0
hidden_premise-0491,hidden_premise,validity,1,0,0.0
hidden_premise-0491,hidden_premise,scope,1,0,0.0
hidden_premise-0491,hidden_premise,modality,1,1,1.0
hidden_premise-0491,hidden_premise,source_status,1,0,0.0
hidden_premise-0491,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0491,hidden_premise,world,1,1,1.0
hidden_premise-0492,hidden_premise,actor,1,0,0.0
hidden_premise-0492,hidden_premise,event,1,1,1.0
hidden_premise-0492,hidden_premise,time,1,0,0.0
hidden_premise-0492,hidden_premise,validity,1,0,0.0
hidden_premise-0492,hidden_premise,scope,1,0,0.0
hidden_premise-0492,hidden_premise,modality,1,1,1.0
hidden_premise-0492,hidden_premise,source_status,1,0,0.0
hidden_premise-0492,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0492,hidden_premise,world,1,1,1.0
hidden_premise-0493,hidden_premise,actor,1,0,0.0
hidden_premise-0493,hidden_premise,event,1,1,1.0
hidden_premise-0493,hidden_premise,time,1,0,0.0
hidden_premise-0493,hidden_premise,validity,1,0,0.0
hidden_premise-0493,hidden_premise,scope,1,0,0.0
hidden_premise-0493,hidden_premise,modality,1,1,1.0
hidden_premise-0493,hidden_premise,source_status,1,0,0.0
hidden_premise-0493,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0493,hidden_premise,world,1,1,1.0
hidden_premise-0494,hidden_premise,actor,1,0,0.0
hidden_premise-0494,hidden_premise,event,1,1,1.0
hidden_premise-0494,hidden_premise,time,1,0,0.0
hidden_premise-0494,hidden_premise,validity,1,0,0.0
hidden_premise-0494,hidden_premise,scope,1,0,0.0
hidden_premise-0494,hidden_premise,modality,1,1,1.0
hidden_premise-0494,hidden_premise,source_status,1,0,0.0
hidden_premise-0494,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0494,hidden_premise,world,1,1,1.0
hidden_premise-0495,hidden_premise,actor,1,0,0.0
hidden_premise-0495,hidden_premise,event,1,1,1.0
hidden_premise-0495,hidden_premise,time,1,0,0.0
hidden_premise-0495,hidden_premise,validity,1,0,0.0
hidden_premise-0495,hidden_premise,scope,1,0,0.0
hidden_premise-0495,hidden_premise,modality,1,1,1.0
hidden_premise-0495,hidden_premise,source_status,1,0,0.0
hidden_premise-0495,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0495,hidden_premise,world,1,1,1.0
hidden_premise-0496,hidden_premise,actor,1,0,0.0
hidden_premise-0496,hidden_premise,event,1,1,1.0
hidden_premise-0496,hidden_premise,time,1,0,0.0
hidden_premise-0496,hidden_premise,validity,1,0,0.0
hidden_premise-0496,hidden_premise,scope,1,0,0.0
hidden_premise-0496,hidden_premise,modality,1,1,1.0
hidden_premise-0496,hidden_premise,source_status,1,0,0.0
hidden_premise-0496,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0496,hidden_premise,world,1,1,1.0
hidden_premise-0497,hidden_premise,actor,1,0,0.0
hidden_premise-0497,hidden_premise,event,1,1,1.0
hidden_premise-0497,hidden_premise,time,1,0,0.0
hidden_premise-0497,hidden_premise,validity,1,0,0.0
hidden_premise-0497,hidden_premise,scope,1,0,0.0
hidden_premise-0497,hidden_premise,modality,1,1,1.0
hidden_premise-0497,hidden_premise,source_status,1,0,0.0
hidden_premise-0497,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0497,hidden_premise,world,1,1,1.0
hidden_premise-0498,hidden_premise,actor,1,0,0.0
hidden_premise-0498,hidden_premise,event,1,1,1.0
hidden_premise-0498,hidden_premise,time,1,0,0.0
hidden_premise-0498,hidden_premise,validity,1,0,0.0
hidden_premise-0498,hidden_premise,scope,1,0,0.0
hidden_premise-0498,hidden_premise,modality,1,1,1.0
hidden_premise-0498,hidden_premise,source_status,1,0,0.0
hidden_premise-0498,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0498,hidden_premise,world,1,1,1.0
hidden_premise-0499,hidden_premise,actor,1,0,0.0
hidden_premise-0499,hidden_premise,event,1,1,1.0
hidden_premise-0499,hidden_premise,time,1,0,0.0
hidden_premise-0499,hidden_premise,validity,1,0,0.0
hidden_premise-0499,hidden_premise,scope,1,0,0.0
hidden_premise-0499,hidden_premise,modality,1,1,1.0
hidden_premise-0499,hidden_premise,source_status,1,0,0.0
hidden_premise-0499,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0499,hidden_premise,world,1,1,1.0
hidden_premise-0500,hidden_premise,actor,1,0,0.0
hidden_premise-0500,hidden_premise,event,1,1,1.0
hidden_premise-0500,hidden_premise,time,1,0,0.0
hidden_premise-0500,hidden_premise,validity,1,0,0.0
hidden_premise-0500,hidden_premise,scope,1,0,0.0
hidden_premise-0500,hidden_premise,modality,1,1,1.0
hidden_premise-0500,hidden_premise,source_status,1,0,0.0
hidden_premise-0500,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0500,hidden_premise,world,1,1,1.0
hidden_premise-0501,hidden_premise,actor,1,0,0.0
hidden_premise-0501,hidden_premise,event,1,1,1.0
hidden_premise-0501,hidden_premise,time,1,0,0.0
hidden_premise-0501,hidden_premise,validity,1,0,0.0
hidden_premise-0501,hidden_premise,scope,1,0,0.0
hidden_premise-0501,hidden_premise,modality,1,1,1.0
hidden_premise-0501,hidden_premise,source_status,1,0,0.0
hidden_premise-0501,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0501,hidden_premise,world,1,1,1.0
hidden_premise-0502,hidden_premise,actor,1,0,0.0
hidden_premise-0502,hidden_premise,event,1,1,1.0
hidden_premise-0502,hidden_premise,time,1,0,0.0
hidden_premise-0502,hidden_premise,validity,1,0,0.0
hidden_premise-0502,hidden_premise,scope,1,0,0.0
hidden_premise-0502,hidden_premise,modality,1,1,1.0
hidden_premise-0502,hidden_premise,source_status,1,0,0.0
hidden_premise-0502,hidden_premise,observer_knowledge,1,1,1.0
hidden_premise-0502,hidden_premise,world,1,1,1.0
hidden_premise-0503,hidden_premise,actor,1,0,0.0
hidden_premise-0503,hidden_premise,event,1,1,1.0
