id,category,condition,gold_action,gold_answer,pred_action,pred_answer,correct
hidden_premise-0168,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0169,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0169,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0169,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0170,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0170,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0170,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0171,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0171,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0171,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0172,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0172,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0172,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0173,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0173,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0173,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0174,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0174,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0174,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0175,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0175,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0175,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0176,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0176,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0176,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0177,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0177,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0177,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0178,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0178,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0178,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0179,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0179,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0179,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0180,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0180,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0180,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0181,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0181,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0181,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0182,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0182,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0182,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0183,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0183,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0183,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0184,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0184,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0184,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0185,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0185,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0185,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0186,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0186,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0186,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0187,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0187,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0187,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0188,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0188,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0188,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0189,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0189,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0189,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0190,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0190,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0190,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0191,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0191,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0191,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0192,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0192,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0192,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0193,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0193,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0193,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0194,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0194,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0194,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0195,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0195,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0195,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0196,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0196,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0196,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0197,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0197,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0197,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0198,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0198,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0198,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0199,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0199,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0199,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0200,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0200,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0200,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0201,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0201,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0201,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0202,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0202,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0202,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0203,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0203,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0203,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0204,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0204,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0204,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0205,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0205,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0205,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0206,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0206,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0206,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0207,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0207,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0207,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0208,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0208,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0208,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0209,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0209,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0209,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0210,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0210,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0210,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0211,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0211,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0211,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0212,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0212,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0212,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0213,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0213,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0213,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0214,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0214,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0214,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0215,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0215,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0215,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0216,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0216,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0216,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0217,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0217,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0217,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0218,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0218,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0218,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0219,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0219,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0219,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0220,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0220,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0220,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0221,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0221,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0221,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0222,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0222,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0222,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0223,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0223,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0223,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0224,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0224,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0224,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0225,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0225,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0225,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0226,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0226,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0226,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0227,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0227,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0227,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0228,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0228,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0228,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0229,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0229,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0229,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0230,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0230,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0230,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0231,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0231,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0231,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0232,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0232,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0232,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0233,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0233,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0233,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0234,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0234,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0234,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0235,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0235,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0235,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0236,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0236,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0236,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0237,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0237,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0237,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0238,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0238,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0238,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0239,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0239,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0239,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0240,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0240,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0240,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0241,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0241,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0241,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0242,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0242,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0242,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0243,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0243,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0243,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0244,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0244,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0244,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0245,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0245,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0245,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0246,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0246,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0246,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0247,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0247,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0247,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0248,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0248,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0248,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0249,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0249,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0249,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0250,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0250,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0250,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0251,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0251,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0251,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0252,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0252,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0252,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0253,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0253,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0253,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0254,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0254,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0254,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0255,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0255,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0255,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0256,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
