blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
335ec80a410c012e,modality-0066,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 18, ""valid_from"": 18, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
f370107063f514cb,counterfactual-0441,"In the hypothetical scenario, can users access service Gamma?","[{""text"": ""In the hypothetical scenario, service Gamma remains online."", ""actor"": ""Gamma"", ""event"": ""online"", ""target"": ""service"", ""time"": 8, ""valid_from"": 8, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Gamma is offline."", ""actor"": ""Gamma"", ""event"": ""offline"", ""target"": ""service"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",,,,,,,,,
422545b40551f6bf,counterfactual-0065,"In the hypothetical scenario, can users access service Delta?","[{""text"": ""In reality, service Delta is offline."", ""actor"": ""Delta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Delta remains online."", ""actor"": ""Delta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",,,,,,,,,
921d12037d89b73b,observer-0299,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Faye"", ""Bora""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",,,,,,,,,
5d5b8534bbcd84f5,source_conflict-0465,Who is the director?,"[{""text"": ""An anonymous post says Ivan became director."", ""actor"": ""Ivan"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
307887d72bf41168,temporal-0525,Who is the current director at time 15?,"[{""text"": ""Kira resigned as director."", ""actor"": ""Kira"", ""event"": ""resign"", ""target"": ""director"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Kira was appointed director."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Juno was appointed director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
775bbc43d940b872,modality-0296,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 11, ""valid_from"": 11, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
d30470a703acaffa,scope-0005,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
15a403806b6213d6,scope-0042,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
69f513c90926f876,observer-0036,Does Gio believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Gio did not receive the cancellation."", ""actor"": ""Gio"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Bora"", ""Dina""]}, {""text"": ""Gio received the original meeting invitation."", ""actor"": ""Gio"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Gio""}]",,,,,,,,,
874657d6f5a274df,hidden_premise-0054,Can I register now?,"[{""text"": ""Registration is open for Delta residents until day 11."", ""actor"": ""Delta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 6, ""valid_from"": 6, ""valid_to"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
4cfd658904c081ad,modality-0438,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 7, ""valid_from"": 7, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
4671d3373da6ae72,modality-0162,Has Gamma been closed?,"[{""text"": ""The board is considering closing Gamma."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Gamma"", ""time"": 15, ""valid_from"": 15, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Gamma""}, {""text"": ""No decision has been made about closing Gamma."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Gamma"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
e728f31290046759,temporal-0267,Who is the current lead at time 14?,"[{""text"": ""Faye resigned as lead."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 13, ""valid_from"": 13, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Gio was appointed lead."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
e742c1fc955a296b,modality-0102,Has Alpha been closed?,"[{""text"": ""No decision has been made about closing Alpha."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Alpha"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}, {""text"": ""The board is considering closing Alpha."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Alpha"", ""time"": 5, ""valid_from"": 5, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
a1a9f251c5992ad5,observer-0055,Does Dina believe the meeting will occur?,"[{""text"": ""Dina received the original meeting invitation."", ""actor"": ""Dina"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Dina""}, {""text"": ""The meeting was cancelled, but Dina did not receive the cancellation."", ""actor"": ""Dina"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Eli"", ""Cato""]}]",,,,,,,,,
8e2a04b75802dbff,scope-0118,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Gamma unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Gamma"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
