blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
2684afaf63fe960b,source_conflict-0462,Who is the director?,"[{""text"": ""An anonymous post says Juno became director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 8, ""valid_from"": 8, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Faye as director."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
aa88377a3babbe71,hidden_premise-0515,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 15."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 10, ""valid_from"": 10, ""valid_to"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
8958905d760f4aef,temporal-0414,Who is the current coordinator at time 20?,"[{""text"": ""Hana was appointed coordinator."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye resigned as coordinator."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed coordinator."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
fada40a6e49c1af5,source_conflict-0124,Who is the lead?,"[{""text"": ""An anonymous post says Faye became lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Bora as lead."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
4b0c244ee087a859,temporal-0443,Who is the current coordinator at time 11?,"[{""text"": ""Dina was appointed coordinator."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 2, ""valid_from"": 2, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina resigned as coordinator."", ""actor"": ""Dina"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Ivan was appointed coordinator."", ""actor"": ""Ivan"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
8e3acd782d8f2ab8,modality-0162,Has Gamma been closed?,"[{""text"": ""The board is considering closing Gamma."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Gamma"", ""time"": 15, ""valid_from"": 15, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Gamma""}, {""text"": ""No decision has been made about closing Gamma."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Gamma"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
3f93940214ace8bd,scope-0329,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Gamma unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Gamma"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
8a79dfaed0db5378,hidden_premise-0078,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 10."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 5, ""valid_from"": 5, ""valid_to"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
440fb6d9dc0d0c27,source_conflict-0509,Who is the director?,"[{""text"": ""An anonymous post says Juno became director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 16, ""valid_from"": 16, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
f538cf8c74dadbea,scope-0543,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
9aa16a981aae3d21,modality-0171,Has Delta been closed?,"[{""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 13, ""valid_from"": 13, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
ca6e6a34c2aa0dc0,modality-0296,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 11, ""valid_from"": 11, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
2107af0302fe0429,modality-0438,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 7, ""valid_from"": 7, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
515c418180b09e56,counterfactual-0091,"In the hypothetical scenario, can users access service Gamma?","[{""text"": ""In reality, service Gamma is offline."", ""actor"": ""Gamma"", ""event"": ""offline"", ""target"": ""service"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Gamma remains online."", ""actor"": ""Gamma"", ""event"": ""online"", ""target"": ""service"", ""time"": 13, ""valid_from"": 13, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",,,,,,,,,
57a62c04f4f2ac10,counterfactual-0365,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",,,,,,,,,
58753fd4bb86f600,counterfactual-0103,"In the hypothetical scenario, can users access service Beta?","[{""text"": ""In reality, service Beta is offline."", ""actor"": ""Beta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Beta remains online."", ""actor"": ""Beta"", ""event"": ""online"", ""target"": ""service"", ""time"": 16, ""valid_from"": 16, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",,,,,,,,,
b8c3f58e01fccd46,modality-0066,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 18, ""valid_from"": 18, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
226c95e1064be695,hidden_premise-0580,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 12."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 7, ""valid_from"": 7, ""valid_to"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
